"name","run.no.in.std.order","run.no","run.no.std.rp","size","overhead","temp","Blocks"
"635","79",635,"79.4","9","16","n",".4"
"636","67",636,"67.4","11","8","n",".4"
"637","11",637,"11.4","11","0","n",".4"
"638","164",638,"164.4","10","8","t",".4"
"639","112",639,"112.4","14","0","t",".4"
"640","8",640,"8.4","8","0","n",".4"
"641","56",641,"56.4","14","4","n",".4"
"642","59",642,"59.4","3","8","n",".4"
"643","49",643,"49.4","7","4","n",".4"
"644","76",644,"76.4","6","16","n",".4"
"645","50",645,"50.4","8","4","n",".4"
"646","102",646,"102.4","4","0","t",".4"
"647","158",647,"158.4","4","8","t",".4"
"648","118",648,"118.4","6","1","t",".4"
"649","116",649,"116.4","4","1","t",".4"
"650","84",650,"84.4","14","16","n",".4"
"651","126",651,"126.4","14","1","t",".4"
"652","191",652,"191.4","9","32","t",".4"
"653","168",653,"168.4","14","8","t",".4"
"654","177",654,"177.4","9","16","t",".4"
"655","110",655,"110.4","12","0","t",".4"
"656","25",656,"25.4","11","1","n",".4"
"657","47",657,"47.4","5","4","n",".4"
"658","144",658,"144.4","4","4","t",".4"
"659","48",659,"48.4","6","4","n",".4"
"660","146",660,"146.4","6","4","t",".4"
"661","85",661,"85.4","1","32","n",".4"
"662","123",662,"123.4","11","1","t",".4"
"663","175",663,"175.4","7","16","t",".4"
"664","129",664,"129.4","3","2","t",".4"
"665","155",665,"155.4","1","8","t",".4"
"666","194",666,"194.4","12","32","t",".4"
"667","196",667,"196.4","14","32","t",".4"
"668","31",668,"31.4","3","2","n",".4"
"669","103",669,"103.4","5","0","t",".4"
"670","12",670,"12.4","12","0","n",".4"
"671","52",671,"52.4","10","4","n",".4"
"672","157",672,"157.4","3","8","t",".4"
"673","9",673,"9.4","9","0","n",".4"
"674","74",674,"74.4","4","16","n",".4"
"675","63",675,"63.4","7","8","n",".4"
"676","105",676,"105.4","7","0","t",".4"
"677","5",677,"5.4","5","0","n",".4"
"678","131",678,"131.4","5","2","t",".4"
"679","151",679,"151.4","11","4","t",".4"
"680","55",680,"55.4","13","4","n",".4"
"681","33",681,"33.4","5","2","n",".4"
"682","142",682,"142.4","2","4","t",".4"
"683","28",683,"28.4","14","1","n",".4"
"684","156",684,"156.4","2","8","t",".4"
"685","145",685,"145.4","5","4","t",".4"
"686","113",686,"113.4","1","1","t",".4"
"687","21",687,"21.4","7","1","n",".4"
"688","96",688,"96.4","12","32","n",".4"
"689","185",689,"185.4","3","32","t",".4"
"690","190",690,"190.4","8","32","t",".4"
"691","54",691,"54.4","12","4","n",".4"
"692","179",692,"179.4","11","16","t",".4"
"693","181",693,"181.4","13","16","t",".4"
"694","117",694,"117.4","5","1","t",".4"
"695","44",695,"44.4","2","4","n",".4"
"696","111",696,"111.4","13","0","t",".4"
"697","183",697,"183.4","1","32","t",".4"
"698","161",698,"161.4","7","8","t",".4"
"699","22",699,"22.4","8","1","n",".4"
"700","178",700,"178.4","10","16","t",".4"
"701","169",701,"169.4","1","16","t",".4"
"702","104",702,"104.4","6","0","t",".4"
"703","122",703,"122.4","10","1","t",".4"
"704","68",704,"68.4","12","8","n",".4"
"705","57",705,"57.4","1","8","n",".4"
"706","162",706,"162.4","8","8","t",".4"
"707","159",707,"159.4","5","8","t",".4"
"708","184",708,"184.4","2","32","t",".4"
"709","3",709,"3.4","3","0","n",".4"
"710","143",710,"143.4","3","4","t",".4"
"711","186",711,"186.4","4","32","t",".4"
"712","90",712,"90.4","6","32","n",".4"
"713","97",713,"97.4","13","32","n",".4"
"714","60",714,"60.4","4","8","n",".4"
"715","101",715,"101.4","3","0","t",".4"
"716","77",716,"77.4","7","16","n",".4"
"717","73",717,"73.4","3","16","n",".4"
"718","137",718,"137.4","11","2","t",".4"
"719","195",719,"195.4","13","32","t",".4"
"720","132",720,"132.4","6","2","t",".4"
"721","62",721,"62.4","6","8","n",".4"
"722","42",722,"42.4","14","2","n",".4"
"723","26",723,"26.4","12","1","n",".4"
"724","37",724,"37.4","9","2","n",".4"
"725","75",725,"75.4","5","16","n",".4"
"726","65",726,"65.4","9","8","n",".4"
"727","93",727,"93.4","9","32","n",".4"
"728","35",728,"35.4","7","2","n",".4"
"729","1",729,"1.4","1","0","n",".4"
"730","95",730,"95.4","11","32","n",".4"
"731","10",731,"10.4","10","0","n",".4"
"732","45",732,"45.4","3","4","n",".4"
"733","15",733,"15.4","1","1","n",".4"
"734","70",734,"70.4","14","8","n",".4"
"735","7",735,"7.4","7","0","n",".4"
"736","148",736,"148.4","8","4","t",".4"
"737","23",737,"23.4","9","1","n",".4"
"738","2",738,"2.4","2","0","n",".4"
"739","71",739,"71.4","1","16","n",".4"
"740","165",740,"165.4","11","8","t",".4"
"741","17",741,"17.4","3","1","n",".4"
"742","27",742,"27.4","13","1","n",".4"
"743","81",743,"81.4","11","16","n",".4"
"744","188",744,"188.4","6","32","t",".4"
"745","41",745,"41.4","13","2","n",".4"
"746","170",746,"170.4","2","16","t",".4"
"747","138",747,"138.4","12","2","t",".4"
"748","152",748,"152.4","12","4","t",".4"
"749","154",749,"154.4","14","4","t",".4"
"750","100",750,"100.4","2","0","t",".4"
"751","51",751,"51.4","9","4","n",".4"
"752","39",752,"39.4","11","2","n",".4"
"753","192",753,"192.4","10","32","t",".4"
"754","89",754,"89.4","5","32","n",".4"
"755","69",755,"69.4","13","8","n",".4"
"756","19",756,"19.4","5","1","n",".4"
"757","139",757,"139.4","13","2","t",".4"
"758","128",758,"128.4","2","2","t",".4"
"759","64",759,"64.4","8","8","n",".4"
"760","140",760,"140.4","14","2","t",".4"
"761","46",761,"46.4","4","4","n",".4"
"762","61",762,"61.4","5","8","n",".4"
"763","24",763,"24.4","10","1","n",".4"
"764","171",764,"171.4","3","16","t",".4"
"765","34",765,"34.4","6","2","n",".4"
"766","133",766,"133.4","7","2","t",".4"
"767","14",767,"14.4","14","0","n",".4"
"768","127",768,"127.4","1","2","t",".4"
"769","109",769,"109.4","11","0","t",".4"
"770","107",770,"107.4","9","0","t",".4"
"771","13",771,"13.4","13","0","n",".4"
"772","16",772,"16.4","2","1","n",".4"
"773","114",773,"114.4","2","1","t",".4"
"774","108",774,"108.4","10","0","t",".4"
"775","66",775,"66.4","10","8","n",".4"
"776","82",776,"82.4","12","16","n",".4"
"777","121",777,"121.4","9","1","t",".4"
"778","125",778,"125.4","13","1","t",".4"
"779","98",779,"98.4","14","32","n",".4"
"780","32",780,"32.4","4","2","n",".4"
"781","80",781,"80.4","10","16","n",".4"
"782","86",782,"86.4","2","32","n",".4"
"783","182",783,"182.4","14","16","t",".4"
"784","18",784,"18.4","4","1","n",".4"
"785","155",785,"155.5","1","8","t",".5"
"786","165",786,"165.5","11","8","t",".5"
"787","84",787,"84.5","14","16","n",".5"
"788","6",788,"6.5","6","0","n",".5"
"789","67",789,"67.5","11","8","n",".5"
"790","115",790,"115.5","3","1","t",".5"
"791","162",791,"162.5","8","8","t",".5"
"792","175",792,"175.5","7","16","t",".5"
"793","148",793,"148.5","8","4","t",".5"
"794","43",794,"43.5","1","4","n",".5"
"795","64",795,"64.5","8","8","n",".5"
"796","23",796,"23.5","9","1","n",".5"
"797","123",797,"123.5","11","1","t",".5"
"798","28",798,"28.5","14","1","n",".5"
"799","125",799,"125.5","13","1","t",".5"
"800","30",800,"30.5","2","2","n",".5"
"801","186",801,"186.5","4","32","t",".5"
"802","172",802,"172.5","4","16","t",".5"
"803","147",803,"147.5","7","4","t",".5"
"804","153",804,"153.5","13","4","t",".5"
"805","62",805,"62.5","6","8","n",".5"
"806","169",806,"169.5","1","16","t",".5"
"807","59",807,"59.5","3","8","n",".5"
"808","57",808,"57.5","1","8","n",".5"
"809","144",809,"144.5","4","4","t",".5"
"810","92",810,"92.5","8","32","n",".5"
"811","122",811,"122.5","10","1","t",".5"
"812","61",812,"61.5","5","8","n",".5"
"813","29",813,"29.5","1","2","n",".5"
"814","188",814,"188.5","6","32","t",".5"
"815","105",815,"105.5","7","0","t",".5"
"816","181",816,"181.5","13","16","t",".5"
"817","13",817,"13.5","13","0","n",".5"
"818","114",818,"114.5","2","1","t",".5"
"819","86",819,"86.5","2","32","n",".5"
"820","145",820,"145.5","5","4","t",".5"
"821","95",821,"95.5","11","32","n",".5"
"822","87",822,"87.5","3","32","n",".5"
"823","73",823,"73.5","3","16","n",".5"
"824","66",824,"66.5","10","8","n",".5"
"825","8",825,"8.5","8","0","n",".5"
"826","185",826,"185.5","3","32","t",".5"
"827","129",827,"129.5","3","2","t",".5"
"828","102",828,"102.5","4","0","t",".5"
"829","180",829,"180.5","12","16","t",".5"
"830","149",830,"149.5","9","4","t",".5"
"831","26",831,"26.5","12","1","n",".5"
"832","120",832,"120.5","8","1","t",".5"
"833","183",833,"183.5","1","32","t",".5"
"834","139",834,"139.5","13","2","t",".5"
"835","161",835,"161.5","7","8","t",".5"
"836","191",836,"191.5","9","32","t",".5"
"837","106",837,"106.5","8","0","t",".5"
"838","38",838,"38.5","10","2","n",".5"
"839","196",839,"196.5","14","32","t",".5"
"840","33",840,"33.5","5","2","n",".5"
"841","111",841,"111.5","13","0","t",".5"
"842","112",842,"112.5","14","0","t",".5"
"843","49",843,"49.5","7","4","n",".5"
"844","39",844,"39.5","11","2","n",".5"
"845","60",845,"60.5","4","8","n",".5"
"846","45",846,"45.5","3","4","n",".5"
"847","195",847,"195.5","13","32","t",".5"
"848","118",848,"118.5","6","1","t",".5"
"849","21",849,"21.5","7","1","n",".5"
"850","83",850,"83.5","13","16","n",".5"
"851","140",851,"140.5","14","2","t",".5"
"852","44",852,"44.5","2","4","n",".5"
"853","160",853,"160.5","6","8","t",".5"
"854","77",854,"77.5","7","16","n",".5"
"855","121",855,"121.5","9","1","t",".5"
"856","170",856,"170.5","2","16","t",".5"
"857","96",857,"96.5","12","32","n",".5"
"858","158",858,"158.5","4","8","t",".5"
"859","182",859,"182.5","14","16","t",".5"
"860","36",860,"36.5","8","2","n",".5"
"861","189",861,"189.5","7","32","t",".5"
"862","2",862,"2.5","2","0","n",".5"
"863","110",863,"110.5","12","0","t",".5"
"864","42",864,"42.5","14","2","n",".5"
"865","88",865,"88.5","4","32","n",".5"
"866","163",866,"163.5","9","8","t",".5"
"867","98",867,"98.5","14","32","n",".5"
"868","107",868,"107.5","9","0","t",".5"
"869","25",869,"25.5","11","1","n",".5"
"870","9",870,"9.5","9","0","n",".5"
"871","151",871,"151.5","11","4","t",".5"
"872","152",872,"152.5","12","4","t",".5"
"873","71",873,"71.5","1","16","n",".5"
"874","193",874,"193.5","11","32","t",".5"
"875","157",875,"157.5","3","8","t",".5"
"876","168",876,"168.5","14","8","t",".5"
"877","179",877,"179.5","11","16","t",".5"
"878","69",878,"69.5","13","8","n",".5"
"879","156",879,"156.5","2","8","t",".5"
"880","97",880,"97.5","13","32","n",".5"
"881","94",881,"94.5","10","32","n",".5"
"882","4",882,"4.5","4","0","n",".5"
"883","10",883,"10.5","10","0","n",".5"
"884","109",884,"109.5","11","0","t",".5"
"885","154",885,"154.5","14","4","t",".5"
"886","167",886,"167.5","13","8","t",".5"
"887","159",887,"159.5","5","8","t",".5"
"888","194",888,"194.5","12","32","t",".5"
"889","108",889,"108.5","10","0","t",".5"
"890","52",890,"52.5","10","4","n",".5"
"891","178",891,"178.5","10","16","t",".5"
"892","51",892,"51.5","9","4","n",".5"
"893","104",893,"104.5","6","0","t",".5"
"894","130",894,"130.5","4","2","t",".5"
"895","164",895,"164.5","10","8","t",".5"
"896","176",896,"176.5","8","16","t",".5"
"897","128",897,"128.5","2","2","t",".5"
"898","174",898,"174.5","6","16","t",".5"
"899","80",899,"80.5","10","16","n",".5"
"900","117",900,"117.5","5","1","t",".5"
"901","177",901,"177.5","9","16","t",".5"
"902","58",902,"58.5","2","8","n",".5"
"903","119",903,"119.5","7","1","t",".5"
"904","50",904,"50.5","8","4","n",".5"
"905","85",905,"85.5","1","32","n",".5"
"906","20",906,"20.5","6","1","n",".5"
"907","31",907,"31.5","3","2","n",".5"
"908","56",908,"56.5","14","4","n",".5"
"909","146",909,"146.5","6","4","t",".5"
"910","68",910,"68.5","12","8","n",".5"
"911","76",911,"76.5","6","16","n",".5"
"912","116",912,"116.5","4","1","t",".5"
"913","90",913,"90.5","6","32","n",".5"
"914","1",914,"1.5","1","0","n",".5"
"915","99",915,"99.5","1","0","t",".5"
"916","18",916,"18.5","4","1","n",".5"
"917","79",917,"79.5","9","16","n",".5"
"918","5",918,"5.5","5","0","n",".5"
"919","137",919,"137.5","11","2","t",".5"
"920","134",920,"134.5","8","2","t",".5"
"921","34",921,"34.5","6","2","n",".5"
"922","124",922,"124.5","12","1","t",".5"
"923","19",923,"19.5","5","1","n",".5"
"924","138",924,"138.5","12","2","t",".5"
"925","24",925,"24.5","10","1","n",".5"
"926","47",926,"47.5","5","4","n",".5"
"927","81",927,"81.5","11","16","n",".5"
"928","133",928,"133.5","7","2","t",".5"
"929","126",929,"126.5","14","1","t",".5"
"930","15",930,"15.5","1","1","n",".5"
"931","11",931,"11.5","11","0","n",".5"
"932","41",932,"41.5","13","2","n",".5"
"933","142",933,"142.5","2","4","t",".5"
"934","46",934,"46.5","4","4","n",".5"
"935","16",935,"16.5","2","1","n",".5"
"936","14",936,"14.5","14","0","n",".5"
"937","37",937,"37.5","9","2","n",".5"
"938","192",938,"192.5","10","32","t",".5"
"939","65",939,"65.5","9","8","n",".5"
"940","54",940,"54.5","12","4","n",".5"
"941","17",941,"17.5","3","1","n",".5"
"942","91",942,"91.5","7","32","n",".5"
"943","35",943,"35.5","7","2","n",".5"
"944","32",944,"32.5","4","2","n",".5"
"945","63",945,"63.5","7","8","n",".5"
"946","74",946,"74.5","4","16","n",".5"
"947","70",947,"70.5","14","8","n",".5"
"948","40",948,"40.5","12","2","n",".5"
"949","131",949,"131.5","5","2","t",".5"
"950","89",950,"89.5","5","32","n",".5"
"951","3",951,"3.5","3","0","n",".5"
"952","143",952,"143.5","3","4","t",".5"
"953","190",953,"190.5","8","32","t",".5"
"954","132",954,"132.5","6","2","t",".5"
"955","12",955,"12.5","12","0","n",".5"
"956","48",956,"48.5","6","4","n",".5"
"957","101",957,"101.5","3","0","t",".5"
"958","7",958,"7.5","7","0","n",".5"
"959","82",959,"82.5","12","16","n",".5"
"960","22",960,"22.5","8","1","n",".5"
"961","103",961,"103.5","5","0","t",".5"
"962","135",962,"135.5","9","2","t",".5"
"963","141",963,"141.5","1","4","t",".5"
"964","53",964,"53.5","11","4","n",".5"
"965","72",965,"72.5","2","16","n",".5"
"966","184",966,"184.5","2","32","t",".5"
"967","136",967,"136.5","10","2","t",".5"
"968","173",968,"173.5","5","16","t",".5"
"969","187",969,"187.5","5","32","t",".5"
"970","55",970,"55.5","13","4","n",".5"
"971","27",971,"27.5","13","1","n",".5"
"972","93",972,"93.5","9","32","n",".5"
"973","75",973,"75.5","5","16","n",".5"
"974","171",974,"171.5","3","16","t",".5"
"975","78",975,"78.5","8","16","n",".5"
"976","166",976,"166.5","12","8","t",".5"
"977","127",977,"127.5","1","2","t",".5"
"978","150",978,"150.5","10","4","t",".5"
"979","113",979,"113.5","1","1","t",".5"
"980","100",980,"100.5","2","0","t",".5"
"981","70",981,"70.6","14","8","n",".6"
"982","66",982,"66.6","10","8","n",".6"
"983","29",983,"29.6","1","2","n",".6"
"984","154",984,"154.6","14","4","t",".6"
"985","123",985,"123.6","11","1","t",".6"
"986","108",986,"108.6","10","0","t",".6"
"987","180",987,"180.6","12","16","t",".6"
"988","21",988,"21.6","7","1","n",".6"
"989","82",989,"82.6","12","16","n",".6"
"990","46",990,"46.6","4","4","n",".6"
"991","110",991,"110.6","12","0","t",".6"
"992","183",992,"183.6","1","32","t",".6"
"993","87",993,"87.6","3","32","n",".6"
"994","181",994,"181.6","13","16","t",".6"
"995","116",995,"116.6","4","1","t",".6"
"996","132",996,"132.6","6","2","t",".6"
"997","37",997,"37.6","9","2","n",".6"
"998","130",998,"130.6","4","2","t",".6"
"999","89",999,"89.6","5","32","n",".6"
"1000","171",1000,"171.6","3","16","t",".6"
"1001","1",1001,"1.6","1","0","n",".6"
"1002","118",1002,"118.6","6","1","t",".6"
"1003","151",1003,"151.6","11","4","t",".6"
"1004","109",1004,"109.6","11","0","t",".6"
"1005","156",1005,"156.6","2","8","t",".6"
"1006","25",1006,"25.6","11","1","n",".6"
"1007","150",1007,"150.6","10","4","t",".6"
"1008","91",1008,"91.6","7","32","n",".6"
"1009","139",1009,"139.6","13","2","t",".6"
"1010","30",1010,"30.6","2","2","n",".6"
"1011","23",1011,"23.6","9","1","n",".6"
"1012","6",1012,"6.6","6","0","n",".6"
"1013","128",1013,"128.6","2","2","t",".6"
"1014","45",1014,"45.6","3","4","n",".6"
"1015","94",1015,"94.6","10","32","n",".6"
"1016","63",1016,"63.6","7","8","n",".6"
"1017","74",1017,"74.6","4","16","n",".6"
"1018","85",1018,"85.6","1","32","n",".6"
"1019","97",1019,"97.6","13","32","n",".6"
"1020","112",1020,"112.6","14","0","t",".6"
"1021","161",1021,"161.6","7","8","t",".6"
"1022","34",1022,"34.6","6","2","n",".6"
"1023","142",1023,"142.6","2","4","t",".6"
"1024","185",1024,"185.6","3","32","t",".6"
"1025","64",1025,"64.6","8","8","n",".6"
"1026","26",1026,"26.6","12","1","n",".6"
"1027","56",1027,"56.6","14","4","n",".6"
"1028","134",1028,"134.6","8","2","t",".6"
"1029","55",1029,"55.6","13","4","n",".6"
"1030","35",1030,"35.6","7","2","n",".6"
"1031","61",1031,"61.6","5","8","n",".6"
"1032","182",1032,"182.6","14","16","t",".6"
"1033","140",1033,"140.6","14","2","t",".6"
"1034","174",1034,"174.6","6","16","t",".6"
"1035","98",1035,"98.6","14","32","n",".6"
"1036","135",1036,"135.6","9","2","t",".6"
"1037","57",1037,"57.6","1","8","n",".6"
"1038","195",1038,"195.6","13","32","t",".6"
"1039","39",1039,"39.6","11","2","n",".6"
"1040","72",1040,"72.6","2","16","n",".6"
"1041","178",1041,"178.6","10","16","t",".6"
"1042","83",1042,"83.6","13","16","n",".6"
"1043","49",1043,"49.6","7","4","n",".6"
"1044","8",1044,"8.6","8","0","n",".6"
"1045","58",1045,"58.6","2","8","n",".6"
"1046","163",1046,"163.6","9","8","t",".6"
"1047","68",1047,"68.6","12","8","n",".6"
"1048","196",1048,"196.6","14","32","t",".6"
"1049","194",1049,"194.6","12","32","t",".6"
"1050","32",1050,"32.6","4","2","n",".6"
"1051","80",1051,"80.6","10","16","n",".6"
"1052","90",1052,"90.6","6","32","n",".6"
"1053","102",1053,"102.6","4","0","t",".6"
"1054","88",1054,"88.6","4","32","n",".6"
"1055","159",1055,"159.6","5","8","t",".6"
"1056","69",1056,"69.6","13","8","n",".6"
"1057","176",1057,"176.6","8","16","t",".6"
"1058","188",1058,"188.6","6","32","t",".6"
"1059","9",1059,"9.6","9","0","n",".6"
"1060","99",1060,"99.6","1","0","t",".6"
"1061","18",1061,"18.6","4","1","n",".6"
"1062","67",1062,"67.6","11","8","n",".6"
"1063","65",1063,"65.6","9","8","n",".6"
"1064","124",1064,"124.6","12","1","t",".6"
"1065","10",1065,"10.6","10","0","n",".6"
"1066","160",1066,"160.6","6","8","t",".6"
"1067","14",1067,"14.6","14","0","n",".6"
"1068","31",1068,"31.6","3","2","n",".6"
"1069","191",1069,"191.6","9","32","t",".6"
"1070","93",1070,"93.6","9","32","n",".6"
"1071","189",1071,"189.6","7","32","t",".6"
"1072","184",1072,"184.6","2","32","t",".6"
"1073","101",1073,"101.6","3","0","t",".6"
"1074","19",1074,"19.6","5","1","n",".6"
"1075","147",1075,"147.6","7","4","t",".6"
"1076","79",1076,"79.6","9","16","n",".6"
"1077","186",1077,"186.6","4","32","t",".6"
"1078","38",1078,"38.6","10","2","n",".6"
"1079","7",1079,"7.6","7","0","n",".6"
"1080","136",1080,"136.6","10","2","t",".6"
"1081","170",1081,"170.6","2","16","t",".6"
"1082","103",1082,"103.6","5","0","t",".6"
"1083","43",1083,"43.6","1","4","n",".6"
"1084","47",1084,"47.6","5","4","n",".6"
"1085","86",1085,"86.6","2","32","n",".6"
"1086","115",1086,"115.6","3","1","t",".6"
"1087","71",1087,"71.6","1","16","n",".6"
"1088","168",1088,"168.6","14","8","t",".6"
"1089","133",1089,"133.6","7","2","t",".6"
"1090","148",1090,"148.6","8","4","t",".6"
"1091","104",1091,"104.6","6","0","t",".6"
"1092","2",1092,"2.6","2","0","n",".6"
"1093","190",1093,"190.6","8","32","t",".6"
"1094","60",1094,"60.6","4","8","n",".6"
"1095","173",1095,"173.6","5","16","t",".6"
"1096","129",1096,"129.6","3","2","t",".6"
"1097","162",1097,"162.6","8","8","t",".6"
"1098","167",1098,"167.6","13","8","t",".6"
"1099","42",1099,"42.6","14","2","n",".6"
"1100","145",1100,"145.6","5","4","t",".6"
"1101","152",1101,"152.6","12","4","t",".6"
"1102","138",1102,"138.6","12","2","t",".6"
"1103","16",1103,"16.6","2","1","n",".6"
"1104","4",1104,"4.6","4","0","n",".6"
"1105","106",1105,"106.6","8","0","t",".6"
"1106","179",1106,"179.6","11","16","t",".6"
"1107","141",1107,"141.6","1","4","t",".6"
"1108","149",1108,"149.6","9","4","t",".6"
